GEOID,white,black,hispanic,asian,white_inflow,black_inflow,hispanic_inflow,asian_inflow,Under $50K,$50K - $100K,$100K - $200K,Over $200K,Under $50K_inflow,$50K - $100K_inflow,$100K - $200K_inflow,Over $200K_inflow,Food,Shopping,Work,Health,Religious,Service,Entertainment,Grocery,Education,Arts/Museum,Transportation,Sports,Lean Democrat,Lean Republican,Other,Lean Democrat_inflow,Lean Republican_inflow,Other_inflow
482013217001,0.224725943970767,0.0091352009744214,0.7442143727162,0.0115712545676005,0.1869691511080539,0.08121886054525491,0.7038719118918552,0.027940076454835944,0.3966942148760331,0.2892561983471075,0.2685950413223141,0.0454545454545454,0.4973670785766451,0.26337248202077984,0.20229012332432447,0.03697031607825067,0.0,0.0,0.0,0.0,4.5678614308964685,2.2839307154482342,0.0,0.0,2.2839307154482342,1.1419653577241171,0.0,0.0,0.6975169300225733,0.20993227990970656,0.09255079006772009,0.6927726836858421,0.17845876836256017,0.12876854795159776
482013217002,0.110122358175751,0.0,0.889877641824249,0.0,0.13621014800658496,0.06560647245256711,0.7789085486525933,0.019274830888254657,0.4594594594594595,0.3030888030888031,0.1969111969111969,0.0405405405405405,0.5552603980473002,0.2560691112603981,0.163837520404045,0.024832970288256758,8.387456681372594,9.319396312636217,0.0,2.795818893790865,0.9319396312636216,3.7277585250544862,0.0,3.7277585250544862,0.0,0.0,0.0,0.0,0.7734056987788331,0.10040705563093623,0.12618724559023067,0.7340076142971683,0.14244477888132995,0.12354760682150173
482013218001,0.0204545454545455,0.0,0.970909090909091,0.0,0.13863671745013592,0.07194748503965781,0.7722887487375728,0.017127048772633484,0.4203454894433781,0.472168905950096,0.1074856046065259,0.0,0.5487759266131956,0.2716220349951476,0.15515850874886444,0.024443529642792276,0.0,3.6499117688743934,0.0,0.0,0.0,0.0,0.0,1.8249558844371967,0.0,0.0,0.0,0.0,0.8286755771567437,0.07290400972053462,0.09842041312272175,0.7408554522025625,0.1407846828354574,0.11835986496198003
482013218002,0.0767263427109974,0.0138107416879795,0.909462915601023,0.0,0.11996398641532836,0.07570596215339105,0.7835025122303565,0.02082753920092411,0.4929824561403508,0.3614035087719298,0.0666666666666666,0.0789473684210526,0.540265450647575,0.27236097460379344,0.16094988957157041,0.02642368517706125,1.3055044065550416,1.3055044065550416,0.0,1.3055044065550416,5.222017626220167,6.527522032775209,0.0,2.6110088131100837,0.0,1.3055044065550416,0.0,0.0,0.7955439056356488,0.10615989515072084,0.0982961992136304,0.7457606227816714,0.13282703699462503,0.12141234022370365
482013219001,0.0143540669856459,0.0013670539986329,0.982911825017088,0.0013670539986329,0.0,0.0,0.0,0.0,0.4965034965034965,0.0559440559440559,0.4475524475524475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7903614457831325,0.09879518072289156,0.1108433734939759,0.0,0.0,0.0
482013219002,0.0988006853226728,0.0,0.901199314677327,0.0,0.0,0.0,0.0,0.0,0.5491606714628298,0.1654676258992805,0.1534772182254196,0.13189448441247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7862453531598513,0.10408921933085502,0.10966542750929369,0.0,0.0,0.0
482013219003,0.0510670731707317,0.0076219512195122,0.930640243902439,0.0106707317073171,0.0,0.0,0.0,0.0,0.61455525606469,0.2964959568733153,0.0539083557951482,0.0350404312668463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428977272727273,0.13352272727272727,0.12357954545454546,0.0,0.0,0.0
482013219004,0.215540540540541,0.0,0.78445945945946,0.0,0.0,0.0,0.0,0.0,0.6611374407582938,0.1563981042654028,0.1824644549763033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8025316455696202,0.07848101265822785,0.1189873417721519,0.0,0.0,0.0
482013220001,0.0777591973244147,0.107859531772575,0.81438127090301,0.0,0.0,0.0,0.0,0.0,0.7851458885941645,0.1671087533156498,0.0477453580901856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9181286549707602,0.029239766081871343,0.05263157894736842,0.0,0.0,0.0
482013220002,0.232643118148599,0.0,0.767356881851401,0.0,0.0,0.0,0.0,0.0,0.7435897435897436,0.1428571428571428,0.0805860805860805,0.0329670329670329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6216216216216216,0.21621621621621623,0.16216216216216217,0.0,0.0,0.0
