GEOID,white,black,asian,hispanic,white_inflow,black_inflow,hispanic_inflow,asian_inflow,Under $50K,$50K - $100K,$100K - $200K,Over $200K,Under $50K_inflow,$50K - $100K_inflow,$100K - $200K_inflow,Over $200K_inflow,Food,Shopping,Work,Health,Religious,Service,Entertainment,Grocery,Education,Arts/Museum,Transportation,Sports,LATITUDE,LONGITUDE,total_population
250250003014,0.6116504854368932,0.0138696255201109,0.1705963938973647,0.1803051317614424,0.631316954597598,0.1008950380638703,0.1510651548440457,0.116722852494486,0.2760736196319018,0.1963190184049079,0.5061349693251533,0.0214723926380368,0.346396452151679,0.1950763533206456,0.3818515887450863,0.0766756057825889,15.7968907151357,15.7968907151357,0.0,7.898445357567851,7.898445357567851,15.7968907151357,0.0,0.0,15.7968907151357,0.0,0.0,0.0,42.3510507,-71.1718749,1390
250250003021,0.7034438775510204,0.0529336734693877,0.0873724489795918,0.0905612244897959,0.6679598861540182,0.0878201552894189,0.1360170174725162,0.1082029410840465,0.2708688245315162,0.1073253833049403,0.5741056218057922,0.0477001703577512,0.2895337861099317,0.1884757926779836,0.4182517588345298,0.1037386623775548,11.14450267492137,3.71483422497379,0.0,0.0,0.0,3.71483422497379,7.42966844994758,3.71483422497379,3.71483422497379,0.0,0.0,0.0,42.3484371,-71.1661762,2595
250250003022,0.6045769026077701,0.0356572645023948,0.2213943587014369,0.1234699308142629,0.6005151126646263,0.138919027021477,0.1385370825739303,0.1220287777399665,0.2129760225669957,0.3215796897038082,0.307475317348378,0.157968970380818,0.3769751062889628,0.2191791592496997,0.3088753193276417,0.0949704151336956,10.905471304773096,0.0,0.0,0.0,0.0,2.726367826193274,0.0,0.0,0.0,0.0,0.0,0.0,42.3452382,-71.1682693,1356
250250004011,0.8107324147933285,0.0290065264684554,0.0442349528643944,0.0652646845540246,0.6160735622859586,0.1559350286239611,0.13686344857316,0.0911279605169202,0.0987654320987654,0.419753086419753,0.4614197530864197,0.0200617283950617,0.2890781513675813,0.3106112338527032,0.3177092355689583,0.0826013792107569,0.0,0.0,0.0,18.470236260146027,0.0,36.940472520292055,0.0,0.0,0.0,0.0,0.0,0.0,42.3430754,-71.1452014,1862
250250004012,0.7322274881516587,0.0781990521327014,0.0624012638230647,0.1097946287519747,0.5669440713886026,0.2075101628030143,0.1457559186949919,0.079789847113391,0.2666666666666666,0.2989247311827957,0.3096774193548387,0.1247311827956989,0.3298580622363998,0.2167076005377824,0.3450140407038981,0.1084202965219195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.305678481749752,0.0,0.0,42.3437726,-71.1475395,852
250250004013,0.7001067235859125,0.0,0.151547491995731,0.1302027748132337,0.5213281189570955,0.1908593614340046,0.1596647768124634,0.1281477427964365,0.1957186544342507,0.0489296636085626,0.672782874617737,0.0825688073394495,0.3825104043766214,0.1774423093355253,0.3587934770327496,0.0812538092551034,8.55813831170667,0.0,0.0,0.0,0.0,0.0,8.55813831170667,0.0,0.0,0.0,0.0,0.0,42.3458488,-71.1494913,1581
250250004014,0.564333017975402,0.0283822138126773,0.3103122043519394,0.0879848628192999,0.6136876145165823,0.1270243986470103,0.1251852431470139,0.1341027436893934,0.6929967426710097,0.0879478827361563,0.1856677524429967,0.0333876221498371,0.4282562812096819,0.2037092951133552,0.2961339198295472,0.0719005038474155,26.213514341193964,6.553378585298491,0.0,0.0,6.553378585298491,0.0,0.0,6.553378585298491,0.0,0.0,0.0,0.0,42.3426472,-71.1518274,1297
250250004021,0.7802524127691166,0.0163325909428359,0.0927988121752041,0.0608760207869339,0.6419806481816542,0.0956292621683126,0.1231733670593057,0.1392167225907274,0.4668989547038327,0.2613240418118467,0.2404181184668989,0.0313588850174216,0.4455697780430864,0.2025732494822919,0.2916069928825284,0.0602499795920932,0.0,0.0,0.0,0.0,12.336479647331492,6.168239823665746,0.0,0.0,0.0,0.0,0.0,0.0,42.3420229,-71.1566343,1381
250250004022,0.6828358208955224,0.0130597014925373,0.1949626865671641,0.0652985074626865,0.5611376451122492,0.1610869865861404,0.1594568991233598,0.1183184691782506,0.1623931623931624,0.2792022792022792,0.4472934472934473,0.1111111111111111,0.4141998866038394,0.201961449267029,0.2969643576899754,0.0868743064391562,2.6108633840238653,0.0,0.0,0.0,7.832590152071595,2.6108633840238653,0.0,0.0,2.6108633840238653,7.832590152071595,0.0,0.0,42.3433039,-71.161486,1196
250250004023,0.6775956284153005,0.009367681498829,0.1007025761124121,0.1717408274785324,0.6228134522555286,0.1101773490186339,0.1509431633811532,0.1160660353446843,0.1299303944315545,0.1925754060324826,0.4524361948955916,0.2250580046403712,0.3297249909741229,0.199002829731902,0.3625483221642194,0.1087238571297556,22.93277748988213,11.466388744941067,3.822129581647023,11.466388744941067,3.822129581647023,30.577036653176183,7.644259163294046,0.0,3.822129581647023,3.822129581647023,0.0,0.0,42.3467811,-71.1562985,3470
250250005021,0.7647647647647647,0.0,0.066066066066066,0.1621621621621621,0.5968778860754284,0.1583688096814118,0.134010214267046,0.1107430899761137,0.4118773946360153,0.2490421455938697,0.1513409961685823,0.1877394636015325,0.411026227096012,0.2263139397650555,0.2761742590191073,0.086485574119825,62.70660468583935,6.270660468583936,0.0,37.62396281150361,0.0,25.082641874335746,25.082641874335746,18.811981405751805,18.811981405751805,6.270660468583936,0.0,0.0,42.3346466,-71.1521018,799
250250005022,0.7083946980854198,0.0692194403534609,0.1296023564064801,0.0927835051546391,0.6348011158970966,0.1354695884408189,0.112145746476969,0.1175835491851151,0.4625322997416021,0.2015503875968992,0.268733850129199,0.0671834625322997,0.420044174719312,0.2202667688084597,0.2825517800806994,0.0771372763915288,0.0,2.9224737497806417,0.0,1.4612368748903208,0.0,1.4612368748903208,1.4612368748903208,0.0,0.0,2.9224737497806417,0.0,0.0,42.3315048,-71.1574973,2381
250250005023,0.7790346907993967,0.0301659125188536,0.1108597285067873,0.0603318250377073,0.6510821281667759,0.1148530360413842,0.1169648072433715,0.1171000285484683,0.5056746532156369,0.2181588902900378,0.2471626733921816,0.0290037831021437,0.4246921160103858,0.2341295558757234,0.2790448736714921,0.0621334544423984,0.0,11.449883047745486,0.0,0.0,45.79953219098194,0.0,0.0,0.0,22.89976609549097,0.0,0.0,0.0,42.3396709,-71.1542089,1934
